Timestamp,Class,Confidence,X1,Y1,X2,Y2
2025-10-29_08-54-42,normal,0.750443160533905,303,32,512,431
2025-10-29_08-54-42,normal,0.5148006677627563,537,18,761,399
2025-10-29_08-54-43,normal,0.7318081259727478,303,31,511,431
2025-10-29_08-54-43,normal,0.5300911068916321,536,19,761,399
2025-10-29_08-54-43,normal,0.775817334651947,308,29,512,431
2025-10-29_08-54-43,normal,0.4891437590122223,536,20,758,397
2025-10-29_08-54-43,normal,0.7739318013191223,303,26,514,431
2025-10-29_08-54-43,normal,0.8018392324447632,305,28,514,430
2025-10-29_08-54-43,normal,0.762705385684967,308,25,515,431
2025-10-29_08-54-44,normal,0.7250165343284607,308,26,517,431
2025-10-29_08-54-44,normal,0.7219220399856567,303,26,519,431
2025-10-29_08-54-44,normal,0.725511908531189,305,25,520,431
2025-10-29_08-54-44,normal,0.7244716286659241,306,24,523,431
2025-10-29_08-54-45,normal,0.7353713512420654,308,24,523,431
2025-10-29_08-54-45,normal,0.7260961532592773,309,24,524,431
2025-10-29_08-54-45,normal,0.7155886888504028,311,24,524,431
2025-10-29_08-54-45,normal,0.7918953895568848,321,29,523,431
2025-10-29_08-54-45,normal,0.774718165397644,320,27,524,431
2025-10-29_08-54-46,normal,0.7533950805664062,321,25,525,431
2025-10-29_08-54-46,normal,0.7810187935829163,325,25,526,431
2025-10-29_08-54-46,normal,0.7818213105201721,327,25,527,431
2025-10-29_08-54-46,normal,0.7864755392074585,332,26,527,430
2025-10-29_08-54-46,normal,0.7065146565437317,333,25,528,431
2025-10-29_08-54-47,normal,0.776997447013855,338,27,527,430
2025-10-29_08-54-47,normal,0.7303646206855774,335,27,527,430
2025-10-29_08-54-47,normal,0.772142231464386,339,49,526,430
2025-10-29_08-54-47,normal,0.8009734749794006,340,44,526,430
2025-10-29_08-54-47,normal,0.4850890338420868,521,6,754,400
2025-10-29_08-54-47,normal,0.8435025811195374,341,26,526,430
2025-10-29_08-54-47,normal,0.5754977464675903,522,6,751,401
2025-10-29_08-54-47,normal,0.8562871813774109,342,28,526,431
2025-10-29_08-54-47,normal,0.5871161818504333,523,6,751,402
2025-10-29_08-54-48,normal,0.8562412261962891,341,27,525,431
2025-10-29_08-54-48,normal,0.5940133333206177,524,8,752,400
2025-10-29_08-54-48,normal,0.8596952557563782,342,27,525,431
2025-10-29_08-54-48,normal,0.5195563435554504,520,9,751,398
2025-10-29_08-54-48,normal,0.8548222780227661,341,28,526,431
2025-10-29_08-54-48,normal,0.8400967717170715,341,32,525,431
2025-10-29_08-54-48,normal,0.8587559461593628,337,62,522,430
2025-10-29_08-54-49,normal,0.8552483916282654,335,60,521,430
2025-10-29_08-54-49,normal,0.8609113097190857,333,55,520,430
2025-10-29_08-54-49,normal,0.46882185339927673,517,82,698,394
2025-10-29_08-54-49,normal,0.8655558228492737,333,62,519,430
2025-10-29_08-54-49,normal,0.5241105556488037,515,114,677,394
2025-10-29_08-54-49,normal,0.8071339726448059,331,68,518,429
2025-10-29_08-54-49,normal,0.5668616890907288,517,113,677,395
2025-10-29_08-54-49,normal,0.7147868275642395,329,42,518,430
2025-10-29_08-54-49,normal,0.6095044016838074,519,115,689,396
2025-10-29_08-54-49,normal,0.5090351104736328,514,128,636,390
2025-10-29_08-54-50,normal,0.6875032186508179,317,36,518,431
2025-10-29_08-54-50,normal,0.7373731732368469,313,37,518,431
2025-10-29_08-54-50,normal,0.71107417345047,509,129,632,390
2025-10-29_08-54-50,normal,0.7818361520767212,509,133,629,390
2025-10-29_08-54-50,normal,0.7369509339332581,317,52,516,431
2025-10-29_08-54-50,normal,0.7932038903236389,509,137,627,389
2025-10-29_08-54-50,normal,0.7653801441192627,317,61,514,431
2025-10-29_08-54-50,normal,0.7999210953712463,313,65,512,431
2025-10-29_08-54-50,normal,0.7893655300140381,508,136,624,389
2025-10-29_08-54-51,normal,0.8147718906402588,313,63,512,431
2025-10-29_08-54-51,normal,0.7762113213539124,507,133,618,390
2025-10-29_08-54-51,normal,0.810741662979126,309,56,511,431
2025-10-29_08-54-51,normal,0.7602381706237793,506,135,615,391
2025-10-29_08-54-51,normal,0.7602256536483765,314,50,510,431
2025-10-29_08-54-51,normal,0.7546334266662598,504,137,612,391
2025-10-29_08-54-51,normal,0.7517499923706055,316,47,510,431
2025-10-29_08-54-51,normal,0.7333150506019592,505,136,612,391
2025-10-29_08-54-52,normal,0.8001008629798889,309,48,510,431
2025-10-29_08-54-52,normal,0.755052387714386,504,136,607,392
2025-10-29_08-54-52,normal,0.7979470491409302,310,41,510,431
2025-10-29_08-54-52,normal,0.7344556450843811,504,134,607,392
2025-10-29_08-54-52,normal,0.7914373874664307,309,36,512,431
2025-10-29_08-54-52,normal,0.6137349605560303,503,132,608,393
2025-10-29_08-54-52,normal,0.7994399666786194,312,35,515,431
2025-10-29_08-54-52,normal,0.4582439363002777,503,131,613,392
2025-10-29_08-54-52,normal,0.7774624228477478,319,42,516,431
2025-10-29_08-54-52,normal,0.5972532629966736,503,119,617,393
2025-10-29_08-54-53,normal,0.8021335005760193,321,39,519,432
2025-10-29_08-54-53,normal,0.4943819046020508,504,112,622,394
2025-10-29_08-54-53,normal,0.8400721549987793,325,43,524,431
2025-10-29_08-54-53,normal,0.6361085772514343,506,109,626,392
2025-10-29_08-54-53,normal,0.8476583957672119,329,47,528,431
2025-10-29_08-54-53,normal,0.7416171431541443,506,132,633,395
2025-10-29_08-54-53,normal,0.8282499313354492,331,55,530,431
2025-10-29_08-54-53,normal,0.7239097356796265,507,127,634,397
2025-10-29_08-54-54,normal,0.8196229338645935,341,65,533,432
2025-10-29_08-54-54,normal,0.708640456199646,508,129,636,398
2025-10-29_08-54-55,normal,0.7767359614372253,347,69,539,432
2025-10-29_08-54-55,normal,0.6014595031738281,510,131,637,399
2025-10-29_08-54-55,normal,0.8012638688087463,357,66,542,432
2025-10-29_08-54-55,normal,0.6992952823638916,510,127,640,399
2025-10-29_08-54-55,normal,0.7735583186149597,363,64,553,432
2025-10-29_08-54-55,normal,0.6295731067657471,508,96,640,401
2025-10-29_08-54-56,normal,0.7973507046699524,363,53,546,432
2025-10-29_08-54-56,normal,0.5386455059051514,510,89,638,403
2025-10-29_08-54-56,normal,0.7733986377716064,365,45,558,432
2025-10-29_08-54-56,normal,0.4740709662437439,508,77,642,403
2025-10-29_08-54-57,normal,0.789359986782074,374,38,635,428
2025-10-29_08-54-57,normal,0.8023579120635986,369,36,639,431
2025-10-29_08-54-57,normal,0.7127285599708557,376,33,559,431
2025-10-29_08-54-57,normal,0.6753534078598022,369,33,633,431
2025-10-29_08-54-58,normal,0.794070303440094,371,34,641,431
2025-10-29_08-54-58,normal,0.7567771673202515,385,36,627,429
2025-10-29_08-54-58,normal,0.7876493334770203,379,40,638,430
2025-10-29_08-54-58,normal,0.8074353933334351,380,41,608,431
2025-10-29_08-54-58,normal,0.8217288255691528,380,45,588,430
2025-10-29_08-54-59,normal,0.8489500880241394,379,47,590,430
2025-10-29_08-54-59,normal,0.8264825940132141,384,51,589,431
2025-10-29_08-54-59,normal,0.8292080163955688,386,53,590,431
2025-10-29_08-54-59,normal,0.8438835144042969,385,55,591,431
2025-10-29_08-55-00,normal,0.8340686559677124,387,55,597,431
2025-10-29_08-55-00,normal,0.8415567278862,389,57,603,431
2025-10-29_08-55-01,normal,0.8478094339370728,395,61,603,431
2025-10-29_08-55-01,normal,0.8394013047218323,398,66,599,432
